"","GSM1030292","GSM1030293","GSM1030294","GSM1030295","GSM1030296","GSM1030298","GSM1030299","GSM1030300","GSM1030301","GSM1030302","GSM1030303","GSM1030304","GSM1030305","GSM1030306","GSM1030307","GSM1030308","GSM1030309","GSM1030310","GSM1030311","GSM1030313","GSM1030314","GSM1030315","GSM1030316","GSM1030317","GSM1030318","GSM1030319","GSM1030320","GSM1030321","GSM1030322","GSM1030323","GSM1030324","GSM1030325","GSM1030326","GSM1030327","GSM1030328","GSM1030329","GSM1030330","GSM1030331","GSM1030333","GSM1030334","GSM1030335","GSM1030336","GSM1030337","GSM1030338","GSM1030340","GSM1030341","GSM1030342","GSM1030343","GSM1030344","GSM1030345","GSM1030346","GSM1030347","GSM1030349","GSM1030350","GSM1030351","GSM1030352","GSM1030353","GSM1030354","GSM1030355","GSM1030356","GSM1030357"
"ATM_DN.V1_DN",0.927874490499264,0.197455567817941,1.784479801527,0.801129569202272,-1.62253776904991,-0.577719739053637,-0.154443549802681,-0.781578978425586,-0.293573905373123,0.39299157936697,0.0779564536073948,0.114789497750537,0.24779205758049,0.173314439743204,0.405270470604292,0.912593838799524,0.775285253200668,-0.355889375223649,0.528343498447122,-2.13148843612307,1.26548549370699,0.287722671174597,1.18322729366727,1.05791251115857,-1.27895686952109,-1.35771149549292,0.350097901700432,1.21465946052802,0.566004120171276,-0.743676227061916,-0.31844434330686,0.106411684842192,0.871431479877133,-1.67920666097131,-1.6105344460343,1.17588742105745,-1.17850157933188,-0.035796429770184,-0.080219657536424,-1.83073468184804,0.0818478331516877,0.073470131985475,1.97930574890761,0.701990873858833,0.833595979319113,-0.958824343887804,0.252034520244962,-0.911486339811316,0.799755082891001,-1.11305842486076,0.176605525284164,-2.0782805506482,0.894807680397186,1.79461309210137,-1.28407696908181,-0.947541174009158,-0.932217860019001,0.556044497465226,1.0507335961469,-0.433112662202859,0.0766913506634375
"ATM_DN.V1_UP",0.331603139989639,-0.810389033708639,0.712660736288317,1.60123216358219,0.504323385644331,0.32461694547824,-0.40718545291198,-0.832884407071239,-0.734715623571633,0.00644358342873161,0.21287997473158,-0.1030467503177,1.68339079566801,-0.166293573581429,-1.20581378750931,-0.230060256756439,-0.671237869191981,-0.87015976169886,-0.774988814777089,-0.0959262624547289,0.159767390423308,0.0280607459878932,0.332247782997636,-0.344542543543263,0.313727666451795,-0.239444022440544,1.09874314513672,1.13346335115022,1.11682018918285,-0.697130654479999,-0.695833295727368,-1.56181022923616,0.682742296062993,-0.212022400172143,0.0475829497416708,-1.67910550280878,-0.114840671746941,-0.927131350643369,-1.54216122063651,-0.388340426220893,-0.152052503282181,-0.86335679625192,-1.16004766536696,-0.402839414579521,-0.753492307684974,1.04684706593494,0.26487662830035,-1.41026870836614,0.198616207272325,0.636193104825741,0.139789714036031,-1.03260943209333,-0.676887299575445,2.48780242940557,-0.306707737964931,0.695891710146769,0.313511725719992,2.59638002959978,3.50167150359194,-0.100143845198444,-0.00841673920880225
"BCAT.100_UP.V1_DN",2.14635833487613,0.442734350435535,-0.261342953705069,0.0122122812461852,-1.04004629763006,-0.545001919520493,-0.682199434454713,0.182344661011994,0.327774056333156,0.0870767147434566,-1.49691767033322,-0.320769152104303,1.20542546622198,0.0126276391003123,-0.991331151045459,-0.418543872229078,-0.895990589095849,0.0715478015149607,-0.817235318822436,0.517427745324275,1.37433135605319,0.400637082966058,-0.482559935561909,-1.28054266971308,-0.450322249131403,0.70864323493444,-0.0111429839690878,2.07816980374874,1.05199834824074,-0.491719380063343,1.01810085936274,-0.95983474598686,0.533499813721941,-1.18643498559861,-0.445475750094196,-2.01452421987076,-1.92974458399969,-1.0202321667336,-0.844768191396239,-1.3079941253024,-0.0336500058927484,-1.71443635860763,1.18271226028871,1.6354061480512,0.27854909254232,0.211468314342374,0.29864244209595,-1.17408679357381,0.46539110617246,-0.314925477480427,0.835221497385174,-1.08202235001029,-0.253326137289794,0.310745430742951,-0.192882011980249,0.837848384327049,0.528523809042969,1.71673281664861,1.72977024023221,0.984031372402306,1.47405101708671
"BCAT.100_UP.V1_UP",0.752201402376945,0.317132052589348,-0.978250171213584,1.19303250191691,-1.58380345101051,0.838170150783555,-0.912889854441984,0.709232818720968,-0.867044804791161,0.472467521536827,-0.677560392398292,0.803967985044094,1.41436520067787,-0.000172996199949888,0.413102920893414,0.498537426898579,0.581107935783366,0.337102037647356,-0.931315038320515,0.147729772350649,0.191533536275014,0.392687440153193,0.184995920437018,0.642805687498539,-0.579841693835567,-0.264333746768738,0.26005302460191,0.445520701791346,0.669728117302911,-0.674912637220336,-0.117834626823549,-0.927643634255383,0.385223206195334,-0.967225911530327,3.50021661739072,-0.770120374353904,0.292370264578445,-0.819681853000337,-1.95842987753167,-0.583653809450481,-0.154725728444444,-0.939134237586032,0.634725191188892,-0.635952465130882,-0.410210783915665,0.933291275466548,-1.23353112610406,-2.37845172002755,-0.528732871552851,0.51638192930917,-0.556838486243033,-0.51910714669401,-1.29208488316986,1.56002794631003,-1.35761220992071,1.44599599867685,0.805129955438447,0.766720893146711,1.15470621024508,-1.02079675096891,1.38162963967824
"BCAT_BILD_ET_AL_DN",0.38272410396928,0.0859651123676126,-0.0257607098109909,0.16094330014637,-0.993269378111115,-0.562537008490109,-1.48437417638442,0.362246972946781,-0.507562020854533,0.942398501526026,0.71535654035668,0.0995271786114957,0.54114744953447,-0.0185680653079155,-0.155612445116806,-0.00319819585135732,0.615954672462082,1.50093388732795,-1.38292571081505,1.16616418712842,0.357214566959424,1.47429182683718,0.981161402094949,-0.381376726113632,0.468707146140784,-0.400067758024335,0.34996353734849,1.4173338341404,0.63899996629178,0.727958213225512,2.04472173315979,0.0799011036196811,1.80158216957205,-1.54069373812965,1.87344185384507,0.271894084904594,-0.482862335221194,-0.483999809512378,-0.617579976437039,0.189118934679965,-1.03259091090672,0.747626794883988,0.229611464769183,-1.43807784138089,0.356286229472437,-0.202589326997504,-1.0221307404642,-1.24982943668175,-0.297713705950296,0.591976630586199,-0.800005021828654,-0.321457478069686,-0.497538713149211,-2.30862266170247,-1.69094939176665,-0.0123723860337055,-0.325876995048262,-1.98947360740141,-1.61119649933241,0.698005298979532,1.9676540730062
"BCAT_BILD_ET_AL_UP",0.0447896633562456,-0.342768561786179,-0.558901632863212,0.212391521260044,-0.134273613106567,1.06459548249031,-1.183552881277,0.293124108146864,-0.752978677854111,-0.741264268198371,-0.290995571111716,-0.549938158204607,-0.68164300757253,1.6252373968806,-0.450599419599079,0.232769613541552,0.107486097619908,-0.285043940586206,0.335122520543628,0.57670228839384,0.341878218098908,-0.00692858792204513,-1.3990936950279,1.00457363096651,-1.10570401940411,0.669734323217823,-0.135577164438293,-0.156929927290484,1.53340245370522,0.0554758020456431,1.16205833760727,-0.637065282941276,0.044999666576458,-1.76849780807049,0.513892972577816,-1.94611847096953,-0.609458293253028,-0.115674038949542,-2.44148661160624,-1.67187897327433,-0.0714412843928021,-0.490228550067912,0.882860459824875,0.120321456810314,-0.388704418624795,0.241585348998994,-0.266848130257404,-2.31032574235942,-0.343732856772226,1.01189474119877,-0.753803281451285,0.263184307602702,-0.458407509937307,1.88472789672961,0.303147710982283,2.32740826889533,0.678881896477377,1.59646979569253,1.79408435474713,1.22378198393235,0.903282060249085
"BCAT_GDS748_DN",-0.311697427541203,2.01452989396827,0.776819336784287,-1.09241100825551,-1.52491204590564,1.01627414120096,0.498036250030413,1.11170582989858,-0.254207412438691,0.905484387148233,0.0459517977622893,2.45694249286222,0.630090777682444,-0.731303486094499,-0.228255308845607,-1.1458159674125,-0.495659363072334,-0.575223707283819,-1.30644311658869,-1.44373735133496,0.445325495493362,0.0740272842629558,-0.378143456922315,-1.00931912145377,1.48551189863906,-0.318718699885463,-1.70133985431994,0.0515591310529485,-0.660050648514025,0.244008425251397,1.01807596614326,0.38424178125164,-1.12298423968414,0.527361224249495,-0.723425688640143,0.827034951671182,-0.406874875651291,0.0227844010551894,-2.440794401563,0.308833387498671,1.3415970357118,-0.683445814596559,-0.23974228726748,0.509370335820478,0.96890326692666,2.58268224418446,-0.664050003998064,-0.0109984342355551,-1.81915876579974,-0.268430100089079,1.44334648146261,0.45402300250579,-0.428874490509284,0.242303232462899,0.663248211008265,0.252540295134292,-1.01445230745328,-0.515888860893542,0.0658170110016419,-0.0681128476109757,0.2160411237354
"BCAT_GDS748_UP",1.14296996189858,1.61343186174283,-0.555366538088754,0.370535124026427,-1.52763974195207,1.08687392656578,-0.599853776187032,1.072051617213,-1.0535747925951,0.288347287115069,0.926661892925402,0.294729099870581,0.339837904381772,2.04986505478496,0.0264727030211662,-0.129356204099355,0.0802880974158586,0.0205836998664041,-1.77239178501042,1.12985103129345,-0.517836235667614,-0.31293389057786,-0.744042266860682,0.155617953258804,0.346980269126613,0.256386351612637,0.541658505123877,-0.488291099638823,0.703604144668939,0.493200799587172,0.43467590072329,-1.23867329799037,-0.102067685876943,-1.52241239935853,2.66756161194952,-0.719900251158001,-1.92756972206068,-0.10277291760483,-0.592661578773208,-0.537421023320021,0.565980141467938,-0.985264033741322,1.46153263458905,-0.413244855322937,-1.17022504786181,1.0840397860202,-1.06712273224815,-2.17675277358507,0.0541579541565214,0.477670014064739,1.34738127132218,0.227226918905627,-1.71367157398427,-0.0151376239168725,0.203721917778129,0.659538695005314,0.718276168191491,0.420971070108241,-1.30736594340155,-0.802024086586326,0.832892507687048
"BMI1_DN.V1_DN",-0.330421829931613,0.771336570019145,-1.62161965143348,0.892597770112112,-0.74440827560433,1.62361569259197,-0.898439725593134,0.382002169314276,-1.64908497980818,0.212300136949546,0.161077718431187,0.537755234809054,2.29854772458026,-0.296091650569864,0.165422741162064,0.0730029680399643,0.0867025642224004,-0.686477308464293,-1.2200348705477,0.782113063168752,0.170418362644251,0.622415206906369,0.042089176774352,0.781823950651084,0.698669501863205,0.479906216918294,-0.94997500519021,0.561540060775038,0.271406730954412,-0.703744280127153,0.439401765733906,-0.633375967009631,-0.37836320413966,-0.804948973013519,-0.637407735435322,-0.978974779724618,-1.71317132766875,0.579918509464976,-1.22545664925164,-1.08695386463323,0.0979046277157873,-2.50978877602959,-0.545509429569567,0.497505348159384,-0.290254042010121,1.0791558495025,-2.09492395147858,-0.619722267699925,-0.928701834570728,2.03921835909625,0.465747449155325,-0.807617045080198,0.898013420890237,0.112626718317442,0.52660615482064,0.611404360300636,0.948952888873906,0.494996356282172,0.576631041029527,0.970896227182676,2.40174478717192
"BMI1_DN.V1_UP",0.269661160386686,0.804324354380864,-1.18109057114442,0.860602434003566,-1.57074082242449,-0.187517177380679,0.634571974645017,-0.618110899088652,-0.0417837594032837,0.745609923548538,0.033886068997642,0.75303416469224,0.565276246944405,0.485862445970999,0.85531057212432,1.08484992221533,1.38865596928447,0.117466738720301,-1.3049193690651,-0.29904030706271,0.0466679212804767,-0.903583734351741,1.10514342930149,0.619793429921941,0.115414841372017,0.741517254660393,1.80334538433006,-0.396674881493731,1.41100309069941,1.52744111732,1.6503445698831,-1.49403196577713,2.214782768022,-0.918137000863885,-0.304075732835728,-0.279736463784231,-1.02132458601851,-0.0556563011341104,-1.77359376982874,-1.59621482124171,0.28529715945511,0.750741340002747,-0.262958946619475,0.0662249866581436,0.552752355621243,1.40890869253097,-0.226615867780652,-1.51103535244424,-0.222402298159266,-0.82225145301449,-0.0258211085521328,0.172384897556471,-2.22186571115292,-1.95389109184611,-1.09327142805867,0.00386374387457846,-0.131334611842088,-1.25685937173967,-0.330780591172025,0.396455714102667,0.534125322773386
"BMI1_DN_MEL18_DN.V1_DN",0.587728384259791,1.26490114833649,-1.53302894926203,1.15733833338823,-0.910058176751382,1.24774701055898,-0.972574519639239,0.104866802624826,-1.43072942641946,-0.222404853836517,0.266806986085011,1.6764787215214,1.60069690873855,-0.0980290199455233,0.163983945454911,0.0190847617464883,0.136849072108988,-0.385911436175912,-1.05332622033598,1.56229755580002,0.539112427739159,0.683964458639577,0.153261356030122,-0.0352993099195303,0.325271308710046,0.370702020132214,0.08274209479944,0.863925243024003,0.735462847306512,-0.632764409030522,0.239547623726031,-2.23998581848487,0.268850266900658,-0.585195152265089,-0.342250703754144,-1.55808014313098,-0.993762750714369,0.586206063377829,-2.04540461548467,-0.476668987625382,0.121367997321234,-1.24904543643261,-0.302216389359239,-0.279650210982203,-1.05369299402364,0.933644036918417,-1.91866228226946,-1.73750396432883,0.102439434089688,1.35204017338122,0.139639698928988,-0.0634014289001305,-0.0785464513060176,0.843760074643493,-0.771134145000148,0.654972224987851,0.354177438482209,0.707047790385375,0.428217724945207,-0.195950505132866,2.89014636541776
"BMI1_DN_MEL18_DN.V1_UP",0.0743138603454584,0.687493819263243,-0.765244650238281,0.907223638889355,-1.44396118275348,-0.59881611333582,1.10578488314024,-0.800682348589455,-0.155872048505497,0.655895183903022,-0.190916068401974,0.433601781682493,0.748052453098051,-0.0201513442832131,1.11820774520772,1.07779122250075,1.44827172158964,0.279926232652108,-1.72550655078888,-0.181670440275146,0.0674858900654894,-0.505112328445703,1.01567786481951,0.949161617610936,0.157542254968678,0.396001950243469,1.77783243732174,-0.0544131008517578,1.51188932376361,1.0413903638442,1.78701054577998,-1.23304948102576,1.75997513372,-0.354310715441995,-0.391685112349374,0.307083829098992,-0.901182313039936,0.259063498146541,-1.53492068234663,-1.55449699337191,0.323205708413961,0.394271262668755,-0.0398194482473925,0.450874407495693,0.723998874361439,1.11214247341545,0.0814484017271016,-1.43452514431944,0.229631539016358,-0.988090268137873,0.16502428817916,0.381340057144831,-2.59881557427493,-1.9849794398625,-1.35059740041386,-0.179386954041657,-0.451084620120228,-1.86708300550033,-0.610469220282262,0.264504643538423,0.223723641628896
"BRCA1_DN.V1_DN",0.0881533348319078,-1.84682180298688,0.388331056718858,-0.309563103584936,0.223545635198066,-0.108559714344668,-0.370104305253028,0.260604845362015,-0.664254983544903,0.57465882144078,-0.476347569270801,-0.0408467989169407,1.26460861350755,0.727019225934063,-0.348135190735674,0.11426966983546,-0.101082103993176,-1.0196284942411,1.20955394860821,-2.4832982399374,-0.625552282589396,-1.57639533053561,-0.142580138196419,-1.56320495289005,-0.717695047534643,0.890915666999535,-0.034323709088668,0.673679148674514,0.824780995786908,-0.0275983775308849,-1.66199410549564,1.98724141408137,0.595855409862419,-0.154644030617726,1.05224645266512,0.109654889776054,0.714365024339183,-0.522031636513581,1.11861078068723,0.209849767410742,-0.381003019706269,-0.895684174579805,0.544771299013931,0.225631385101751,0.588047904959258,0.564475563647962,-0.861090621980315,0.968296820150297,0.896533846764538,-0.205968055577099,-0.975054272556362,-0.376724190839466,-0.987367158361565,0.588763934952094,0.114540924332875,-0.318884154893904,-1.97966404838641,-0.190419836482724,3.83688872749693,0.602231357110198,0.00839498591623162
"BRCA1_DN.V1_UP",0.762830048299984,-1.08984042785024,0.712240556240859,0.0594501539145043,-0.39519208151482,-0.800885963257514,-1.70881020995323,-0.901470006580192,-0.0865902184135877,0.0230362331920461,0.0199185904104936,0.421814252415436,0.597465529961568,0.803686294967725,0.261413914370754,0.744775090226084,0.852950783631442,0.0862910826971369,-1.08232828347824,0.418809127680851,0.745242617099293,1.09590297991062,-0.54425767713632,0.240519834232831,-0.746105948381641,0.687265130124663,-1.22493389409404,1.70420479604485,1.38805044599744,-0.399838966651472,0.140159254422891,-1.83261937813526,0.424833378281736,-0.000903501992527337,-0.992599967777553,-0.308604958404938,-1.12637202933795,-0.645550879690525,-1.75836861742735,-1.89061561210609,0.753034287549739,-0.533394375242732,-1.36480879823024,0.254340460821389,0.322009681873657,-0.195418616897507,-1.06221613040528,-0.863530782447692,1.2384804384586,-0.446161505560761,-0.323880560421536,-0.245345933460655,-0.239175151731937,1.64878313477601,-1.69921320833759,1.34437319107538,0.136429096321044,1.90097127749139,2.50627747875164,0.835727630074255,1.37774691360316
